,RMSE,R²
INIR2ME5_calibrated,32.85994214718401,0.997870571037184
SJH5_calibrated,177.601885621584,0.9377950833377178
methaneEQBusVoltage_TGS2611C00_calibrated,358.8061861173814,0.7461077690233745
